,ID,Submit datetime,SMILES,PDSC,valid,stable,mass,atoms,soluble
17,1217,2025-04-12 09:50:15,Cc1c(CNCCCCCCNC(C)C)cccc1N(Cc1cccn1C)C(C)C,0,0,1,1,1,1
18,1218,2025-04-12 09:50:15,CCOCCCN(CCC)Cc1ccc(CNCCc2ccc(O)cc2)cc1,4.654983374333154,1,1,1,1,1
19,1219,2025-04-12 09:50:15,CCCOc1ccc(NC(C)CCCN(C)C)nc1,3.74426652762629,1,1,1,1,1
20,1220,2025-04-12 09:50:15,CCCCNC(CO)c1ccc(OCc2ccc(N(C)C)cc2)cc1,0,0,1,1,1,1
21,1221,2025-04-12 09:50:15,CCCCCCCCCCCCCCC(CO)Nc1ccc(-c2ccc(OC)cc2)cn1,12.661482112348127,1,1,1,1,1
22,1222,2025-04-12 09:50:15,CCCCN(C)c1ccc(NCC(C)(C)OC)nc1,4.468079717187421,1,1,1,1,1
23,1224,2025-04-12 09:52:59,CCCCCCN(CCO)c1ccc(NCCc2ccc(OC)cc2)cc1,17.1722981507082,1,1,1,1,1
24,1225,2025-04-12 09:52:59,CCN(CC)CCCNC(C)c1ccc(NCc2ccco2)cc1,14.173301100003275,1,1,1,1,1
25,1226,2025-04-12 09:52:59,CCCCN(CCCC)c1ccc(N(CCCC)CCCO)cc1NCCCO,67.73385818042131,1,1,1,1,1
26,1227,2025-04-12 09:52:59,CCCCCCCCC(CNC(=S)Nc1ccccc1)N(C)Cc1cccc(OC)c1,14.158501002079955,1,1,1,1,1
27,1228,2025-04-12 09:52:59,CCN(CC)CCCNCc1ccc(N(CC)CCCc2ccc(C)cc2)cc1,0,0,1,1,1,1
28,1229,2025-04-12 09:52:59,CCCCN(CCCC)c1cccc(NCC(O)c2cccn2C)c1,70.56562512348629,1,1,1,1,1
29,1230,2025-04-12 09:52:59,CCCCN(C)c1ccc(NC(=O)COC(C)C)cc1,10.394351659654427,1,1,1,1,1
30,1231,2025-04-12 09:52:59,CCCCN(CCCC)CC(O)CNC(C)c1ccc(N(CC)CC)c2ccccc12,0,0,1,1,1,1
31,1232,2025-04-12 09:52:59,CCCCCCCCN(CC(=O)OC)c1ccc(O)cc1,4.40259178567098,1,1,1,1,1
32,1233,2025-04-12 09:52:59,CCCCCCCCCCCCCCNc1cc(-c2ccc(N(C)C)cc2)c(CO)cn1,14.797414343369038,1,1,1,1,1
33,1235,2025-04-12 09:56:29,CCCCC(CC)CN(CCCCCC)c1nc(C)c(C)c(Nc2ccc(C)cc2)n1,22.522273796370378,1,1,1,1,1
34,1236,2025-04-12 09:56:29,CCCCCCN(CCO)c1ccc(-c2ccc(C(C)NC(C)CCC)cc2)nc1,0,0,1,1,1,1
35,1237,2025-04-12 09:56:29,CCCN(CCC)CCOc1cccc(CNCc2ccccc2O)c1,10.006347001131063,1,1,1,1,1
36,1238,2025-04-12 09:56:29,CCCCC(CC)CNC(=NC)NCC(c1ccc(OC)cc1)N(CC)c1ccccc1,0,0,1,1,1,1
37,1239,2025-04-12 09:56:29,CCCN(CCC)C(CO)c1ccc(NCCc2ccc(OC)cc2)cc1,14.688128820666455,1,1,1,1,1
38,1240,2025-04-12 09:56:29,CCCCN(CCC)c1ccc2cc(O)ccc2c1CN(CCC)CCCCNC,52.70662413894767,1,1,1,1,1
39,1241,2025-04-12 09:56:29,CCCCCCCCCCCCOc1ccc(-c2ccc(NCCO)c(OCC)c2)cc1,68.48888632785322,1,1,1,1,1
40,1242,2025-04-12 09:56:29,CCCCCCNCc1cncc(N(CCCCCC)Cc2cc(C)cc(C)c2)c1,0,0,1,1,1,1
41,1243,2025-04-12 09:56:29,CCCCCCCCCCc1cc2ccc(NCCCCCC)cc2n1CCN(C)C,56.73241350624397,1,1,1,1,1
42,1244,2025-04-12 09:56:29,CCCN(CCC)CCCNc1cc(N(CCC)CCC)c2ccccc2n1,51.250975220767614,1,1,1,1,1
43,1246,2025-04-12 09:58:25,CCCNCCCCN(CCCC)CCc1c[nH]c2cc(N(CC)CC)ccc12,0,0,1,1,1,1
44,1247,2025-04-12 09:58:25,CCc1cc(Cc2ccc(OCCCCCCN(CC)CC)cc2)c(O)c(C(C)C)c1O,78.2862715221405,1,1,1,1,1
45,1248,2025-04-12 09:58:25,CCCCCCCCCCCCCCCCNc1ncc(-c2ccc(N(C)C)cc2)[nH]1,45.12396453514411,1,1,1,1,1
46,1249,2025-04-12 09:58:25,CCCCCCN(CCCCCCCC)c1ccc(Nc2cc(CO)ccc2C)nc1,48.265267523445814,1,1,1,1,1
47,1250,2025-04-12 09:58:25,CCCCN(CCCC)CCCNCc1ccc(O)c2ncccc12,6.592512231215494,1,1,1,1,1
48,1251,2025-04-12 09:58:25,CCCCN(CCCC)CCNCCc1c(C)cc(C)cc1-c1ccc(N(C)C)cc1,0,0,1,1,1,1
49,1252,2025-04-12 09:58:25,CCc1ccc(NC(c2cccc(OC)c2O)N(C)CCC(C)C)cc1,11.696067355892303,1,1,1,1,1
50,1253,2025-04-12 09:58:25,CCNC(=NCc1ccc(N(CC)CC)cc1)NCCc1cccnc1,0,0,1,1,1,1
51,1254,2025-04-12 09:58:25,CCCCC(C)(C)CN(CCO)c1ccc(-c2ccc(OCCCCCC)cc2)cc1O,62.80968260221333,1,1,1,1,1
52,1255,2025-04-12 09:58:25,CCCCCCCCCCNCc1ccc(-c2ccc(N(CC)CC)cc2)nc1,0,0,1,1,1,1
53,1256,2025-04-12 09:58:25,CCCCCCCCc1ccc(N(CCCCC)c2ccc(N(CCO)CCO)cc2C)cc1,0,0,1,1,1,1
54,1257,2025-04-12 09:58:25,CCCCCCN(CCCCC)c1cc(CNCCC)cc(-c2ccc(C)cc2)n1,0,0,1,1,1,1
55,1258,2025-04-12 09:58:25,CCCN(CCC)c1ccc(NCC(O)c2ccc(OC)cc2)c(C)c1,24.650008364137545,1,1,1,1,1
56,1259,2025-04-12 09:58:25,CCCCCCN(CCCC)c1cc(CNC(C)CC)c(O)c(-c2ccccn2)c1,20.791562514043438,1,1,1,1,1
57,1260,2025-04-12 09:58:25,CCc1cc(CN(CCO)CCO)ccc1-c1ccc(N(CC)CC)cc1,0,0,1,1,1,1
58,1261,2025-04-12 09:58:25,CCCCCCCCCCCC(C)NC(=S)Nc1cc(C(C)(C)C)nn1Cc1ccccc1,32.157828672531735,1,1,1,1,1
59,1262,2025-04-12 09:58:25,Cc1cc(N(CCO)CCO)c(OCCC(C)C)c(-c2ccc(CCCCC)cc2)c1,0,0,1,1,1,1
60,1263,2025-04-12 09:58:25,CCCCN(CCCC)c1ccc(-c2ccc(CNCCCCCC)cc2)nc1,0,0,1,1,1,1
61,1264,2025-04-12 09:58:25,CCCCCCN(CCC)c1cc(CC)nc(NCc2ccc(CCCC)cc2)c1,28.304695056907757,1,1,1,1,1
62,1265,2025-04-12 09:58:25,CCCCCCCCCCNc1nc(CCCCCCC)cc(-c2ccc(C)cc2)n1,14.215159925627715,1,1,1,1,1
63,1275,2025-04-12 10:17:35,CCCCN(CCCC)c1nc(CC)c(CC)c(CC)c1-c1cc(C)c(C)cc1NC,41.09480418089035,1,1,1,1,1
64,1276,2025-04-12 10:17:35,CCCN(CCC)c1cc(CNC(C)C)c(-c2cc(C)c(C)cc2C)c(C)c1,0,0,1,1,1,1
65,1277,2025-04-12 10:17:35,CCCCN(CCCCCC)c1nc(C)cc(C)c1-c1c(C)cc(C)cc1CC,0,0,1,1,1,1
66,1278,2025-04-12 10:17:35,CCc1cc2c(NCCCN(CC)CC)ccc(N(CCC)CCC)c2cc1CC,60.84330364214697,1,1,1,1,1
67,1279,2025-04-12 10:17:35,CCCCCCc1c(CCCC)n(CCCCCC)c2ccc(NCCC)cc12,5.794226704609015,1,1,1,1,1
68,1280,2025-04-12 10:17:35,CCCCN(CCCC)c1nc(CC)c(CC)c(NCc2ccc(C)cc2)c1C,32.56648754286364,1,1,1,1,1
69,1281,2025-04-12 10:17:35,CCCCCCn1cc(CCCC)c(-c2ccc(CCCCCC)cc2)c1NCCC,50.11839117369486,1,1,1,1,1
70,1282,2025-04-12 10:17:35,CCCCCCN(CCCC)c1ccc(-c2[nH]c(C)c(C(C)C)c2CC)cc1,0,0,1,1,1,1
71,1283,2025-04-12 10:17:35,CCCCCCc1ccc(-c2ccc(N(CCCC)CCC)c(CNCCC)c2)cc1,0,0,1,1,1,1
72,1284,2025-04-12 10:17:35,CCCCCCN(CCCCCC)c1ccc(-c2ccc(NCCC)c(CC)c2)cc1,30.94569720530385,1,1,1,1,1
73,1285,2025-04-12 10:17:35,CCCCCCN(CCCC)c1nc(C)cc(Nc2c(C)cc(CC)cc2C)c1C,35.8880823466946,1,1,1,1,1
74,1286,2025-04-12 10:17:35,CCNc1nc(C)cc(-c2ccc(CN(CCC)CCCC)c(CC)c2)c1C,23.375983148309246,1,1,1,1,1
75,1287,2025-04-12 10:17:35,CCCCCCCCNc1c(CC)cc(-c2ccc(N(CCC)CCCC)cc2)cc1C,34.75958375225657,1,1,1,1,1
76,1288,2025-04-12 10:17:35,CCCCCCN(CCCCC)c1ccc(-c2[nH]c(C)c(C)c2CCCC)cc1,0,0,1,1,1,1
77,1289,2025-04-12 10:17:35,CCCCCN(CCCCC)c1ccc(-c2[nH]c(C)c(CCC)c2C)cc1,0,0,1,1,1,1
78,1290,2025-04-12 10:17:35,CCCCCCCCCNc1c(CC)c(CC)n(-c2ccc(C)cc2C)c1C,54.883740054598135,1,1,1,1,1
79,1291,2025-04-12 10:17:35,CCCCN(CCCC)c1cc(NC(CC)CC)cc(-c2ccc(CC)cc2)n1,30.750070259892645,1,1,1,1,1
80,1292,2025-04-12 10:17:35,CCCCCC(CC)N(Cc1ccccc1)Cc1c[nH]c2c(C)ccc(N(CC)CC)c12,0,0,1,1,1,1
81,1293,2025-04-12 10:17:35,CCCCCCN(CCCCCC)c1ccc(-c2[nH]c(CCCCC)nc2CC)cc1,0,0,1,1,1,1
82,1294,2025-04-12 10:17:35,CCCCCN(CCCCC)c1cc(CNCCC)cc(-c2ccc(C)cc2)c1,0,0,1,1,1,1
83,1295,2025-04-12 10:17:35,CCCN(CCC)c1cc(-c2ccc(NCCN(CC)CC)cc2)cc(C)c1C,56.12331691048332,1,1,1,1,1
84,1296,2025-04-12 10:17:35,CCCCN(CCCC)c1ccc(Nc2ccc(N(CC)CC)cc2C)c(C)c1,57.95723145855203,1,1,1,1,1
85,1297,2025-04-12 10:17:35,CCc1ccccc1NC(c1ccc(CC)cc1)c1c(C)cc(C)cc1C,42.00982329417127,1,1,1,1,1
86,1298,2025-04-12 10:17:35,CCCCCCCCN(CCCCC)c1nc(-c2cc(C)c(C)c(C)c2)c(C)[nH]1,0,0,1,1,1,1
87,1299,2025-04-12 10:17:35,CCCCCC(c1ccc(O)c(OCCCCCCC)c1)c1ccc(O)c(CCCC)c1,27.53166744292649,1,1,1,1,1
88,1300,2025-04-12 10:17:35,CCCCN(CCCC)c1nc(CC)c(CC)cc1CNCc1ccccc1,0,0,1,1,1,1
89,1301,2025-04-12 10:17:35,CCCCCCc1ccc(-c2ccc(NCCCCCC)c(OCCCCC)c2)cc1C,45.69491009186495,1,1,1,1,1
90,1302,2025-04-12 10:17:35,CCCCCCCc1c(C)cc(O)c(OCCCCC)c1CCCCCNCCCC,35.93912973780885,1,1,1,1,1
91,1303,2025-04-12 10:17:35,CCCCCCCCCCCCNc1nc(C)c(-c2ccc(C)cc2C)c(C)c1C,27.483071163869443,1,1,1,1,1
92,1304,2025-04-12 10:17:35,CCCCCCN(CCCCC)CCCNc1nc(-c2ccc(C)cc2)cc(C)c1C,30.55638507485071,1,1,1,1,1
93,1305,2025-04-12 10:17:35,CCCCCCCNCc1c(C)cc(-c2ccc(N(CC)CC)cc2)nc1C(C)C,0,0,1,1,1,1
94,1306,2025-04-12 10:17:35,CCCCCCCCCCCNc1nc(-c2cc(C)cc(C)c2)cc(C)c1C(C)C,20.61506353717223,1,1,1,1,1
95,1307,2025-04-12 10:17:35,CCCCCCN(CCCCCC)c1cc(CNCCc2ccc(C)cc2)cc(C)c1,0,0,1,1,1,1
96,1308,2025-04-12 10:17:35,CCCCCCN(CCCCC)Cc1cc(NCc2ccc(C)cc2C)cc(C)c1,14.286183187708822,1,1,1,1,1
97,1309,2025-04-12 10:17:35,CCC(C)NC(c1ccc(C)cc1)c1ccc2cc(N(CC)CC)ccc2c1,0,0,1,1,1,1
98,1310,2025-04-12 10:17:35,CCCCCCCCCCNc1cc(-c2ccc(N(CC)CC)cc2)cc(C)c1C,40.23525879358827,1,1,1,1,1
99,1311,2025-04-12 10:17:35,CCCCCCCCCCN(CC)c1cc(Nc2ccc(C)cc2C)cc(C)c1C,38.72986897911505,1,1,1,1,1
100,1312,2025-04-12 10:17:35,CCCN(CCC)Cc1ccc(-c2cnc(NCCCCCCCCC)c(CC)c2)cc1,14.40904865127305,1,1,1,1,1
101,1313,2025-04-12 10:17:35,CCCCCCCCCCc1nc(Nc2cc(C)cc(C)c2)cc(C)c1CCCCC,18.09869235848733,1,1,1,1,1
102,1314,2025-04-12 10:17:35,CCCCCCCCNCc1c(C)cc(C)cc1N(CCC)Cc1ccc(C)cc1,0,0,1,1,1,1
103,1316,2025-04-12 10:36:35,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,6.062815795784353,1,1,1,1,1
104,1318,2025-04-12 10:38:53,Oc1c(C(C)(C)C)cc(CCN(c2ccccc2)c2ccccc2)cc1C(C)(C)C,47.24814125419048,1,1,1,1,1
105,1320,2025-04-12 10:40:19,Oc1c(C(C)(C)C)cc(c1OCCCCCCN(CC)CC)C(C)(C)C,0,0,0,0,0,0
106,1322,2025-04-12 10:41:27,Oc1c(C(C)(C)C)cc(CCN(CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1C(C)(C)C,59.66725073808589,1,1,1,1,1
107,1324,2025-04-12 10:42:30,CCc1cc(Cc2ccc(OCCCCCCN(CC)CC)cc2)c(O)c(C(C)C)c1OCc3cc(Cc4ccc(OCCCCCCN(CC)CC)cc4)c(O)c(C(C)C)c3,164.11287010261725,1,1,1,1,1
108,1326,2025-04-12 10:44:52,CC(C)(C)c1cc(CCN(CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)CCN(CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,98.36292320422157,1,1,1,1,1
109,1328,2025-04-12 10:47:13,C(c1ccc(O)c(C(C)(C)C)c1)(c2ccc(O)c(C(C)(C)C)c2)(c3ccc(COCCCCCCN(CC)CC)c(O)c3C(C)(C)C),34.83042717137872,1,1,1,1,1
110,1330,2025-04-12 10:48:25,CC(C)(C)c1cc(Cc2cc(OCCCCCCN(CC)CC)c(O)c(C(C)(C)C)c2Cc2cc(OCCCCCCN(CC)CC)c(O)c(C(C)(C)C)c2Cc2cc(OCCCCCCN(CC)CC)c(O)c(C(C)(C)C)c2)c(O)c(C(C)(C)C)c1OCCCCCCN(CC)CC,0,0,1,0,1,1
111,1332,2025-04-12 10:49:59,C(Cc1c(c(c(c1O)C(C)(C)C)C(C)(C)C))(Cc2c(c(c(c2O)C(C)(C)C)C(C)(C)C))(Cc3c(c(c(c3O)C(C)(C)C)C(C)(C)C))(Cc4c(c(c(c4O)C(C)(C)C)C(C)(C)C),0,0,0,0,0,0
112,1334,2025-04-12 10:51:01,CC(C)c1cc(Cc2ccc(OCCN(c3ccccc3)c3ccccc3)cc2)c(O)c(C(C)C)c1OCc1cc(Cc2ccc(OCCN(c3ccccc3)c3ccccc3)cc2)c(O)c(C(C)C)c1,259.91288028961355,1,1,1,1,1
113,1336,2025-04-12 10:53:07,CC(C)(C)c1cc(Cc2ccc(OCCN(c3ccccc3)c3ccc(OCCN(c4ccccc4)c4ccccc4)cc3)cc2)c(O)c(C(C)(C)C)c1OCc1cc(Cc2ccc(OCCN(c3ccccc3)c3ccc(OCCN(c4ccccc4)c4ccccc4)cc3)cc2)c(O)c(C(C)(C)C)c1,0,0,1,0,1,1
114,1338,2025-04-12 10:54:29,C([CH2]c1(O)c(cc(c1)C(C)(C)C)C(C)(C)C)([CH2]c2(O)c(cc(c2)C(C)(C)C)C(C)(C)C)([CH2]c3(O)c(cc(c3)C(C)(C)C)C(C)(C)C)([CH2]c4(O)c(cc(c4)C(C)(C)C)C(C)(C)C),0,0,1,1,1,1
115,1340,2025-04-12 10:55:43,CC(C)(C)c1cc(Cc2ccc(N(c3ccccc3)CCOc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c(O)c(C(C)(C)C)c1,153.69464200312558,1,1,1,1,1
116,1342,2025-04-12 10:56:46,C([CH2]c1c(C(C)(C)C)cc(O)cc1C(C)(C)C)([CH2]c2c(C(C)(C)C)cc(O)cc2C(C)(C)C)([CH2]c3c(C(C)(C)C)cc(O)cc3C(C)(C)C)([CH2]c4c(C(C)(C)C)cc(O)cc4C(C)(C)C),58.89991346517452,1,1,1,1,1
117,1344,2025-04-12 10:59:35,CC(C)(C)c1cc(Cc2ccc(OCCN(c3ccc(C(C)(C)C)cc3)c3ccc(OCCN(c4ccccc4)c4ccccc4)cc3)cc2)c(O)c(C(C)(C)C)c1OCc1cc(Cc2ccc(OCCN(c3ccc(C(C)(C)C)cc3)c3ccc(OCCN(c4ccccc4)c4ccccc4)cc3)cc2)c(O)c(C(C)(C)C)c1,0,0,1,0,1,1
118,1346,2025-04-12 11:01:03,C([CH2]c1c(C(C)(C)C)cc(O)cc1C(C)(C)C)([CH2]c2c(C(C)(C)C)cc(O)cc2C(C)(C)C)([CH2]c3c(C(C)(C)C)cc(O)cc3C(C)(C)C)([CH2]c4c(C(C)(C)C)cc(O)cc4C(C)(C)C),58.89991346517452,1,1,1,1,1
119,1348,2025-04-12 11:03:28,C([CH2]c1c(C(C)(C)C)cc(O)cc1C(C)(C)COC[CH2]c2c(C(C)(C)C)cc(O)cc2C(C)(C)C)([CH2]c3c(C(C)(C)C)cc(O)cc3C(C)(C)COC[CH2]c4c(C(C)(C)C)cc(O)cc4C(C)(C)C)([CH2]c5c(C(C)(C)C)cc(O)cc5C(C)(C)COC[CH2]c6c(C(C)(C)C)cc(O)cc6C(C)(C)C),0,0,1,0,1,1
120,1350,2025-04-12 11:05:15,CCc1cc(Cc2ccc(OCCN(c3ccc(Cc4cc(C)c(O)c(C(C)C)c4)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c(O)c(C(C)C)c1,206.09386740020472,1,1,1,1,1
121,1354,2025-04-12 11:07:15,CC(C)(C)c1c(O)c(C(C)(C)C)c(C(C)(C)C)c(O)c1C(C)(C)C,9.13754503858438,1,1,1,1,1
122,1356,2025-04-12 11:13:04,CC(C)(C)c1c(O)c(C(C)(C)C)c(-c2c(O)c(C(C)(C)C)c(C(C)(C)C)c(C(C)(C)C)c2O)c(C(C)(C)C)c1O,76.37468597164334,1,1,1,1,1
123,1360,2025-04-12 11:15:06,O=P(Oc1c(C(C)(C)C)c(C(C)(C)C)c(O)c(C(C)(C)C)c1O)(Oc1c(C(C)(C)C)c(C(C)(C)C)c(O)c(C(C)(C)C)c1O)Oc1c(C(C)(C)C)c(C(C)(C)C)c(O)c(C(C)(C)C)c1O,199.93678196378858,1,1,1,1,1
124,1362,2025-04-12 11:16:07,CC(C)(C)c1cc(Cc2ccc(OCCN(c3ccc(CC#N)cc3)c3ccc(CC#N)cc3)cc2)c(O)c(C(C)(C)C)c1OCc1cc(Cc2ccc(OCCN(c3ccc(P(c4ccccc4)c4ccccc4)cc3)c3ccc(P(c4ccccc4)c4ccccc4)cc3)cc2)c(O)c(C(C)(C)C)c1,0,0,1,0,1,1
125,1364,2025-04-12 11:38:50,CC(C)(C)c1c(O)c(C(C)(C)C)c(-c2c(O)c(C(C)(C)C)c(-c3c(O)c(C(C)(C)C)c(-c4c(O)c(C(C)(C)C)c(C(C)(C)C)c(C(C)(C)C)c4O)c(C(C)(C)C)c3O)c(C(C)(C)C)c2O)c(C(C)(C)C)c1O,224.97221175503535,1,1,1,1,1
126,1365,2025-04-12 11:38:50,O=P(Oc1c(C(C)(C)C)c(C(C)(C)C)c(O)c(C(C)(C)C)c1O)(Oc2c(C(C)(C)C)c(C(C)(C)C)c(O)c(C(C)(C)C)c2O)Oc3c(C(C)(C)C)c(C(C)(C)C)c(O)c(C(C)(C)C)c3O,199.9367819637887,1,1,1,1,1
127,1366,2025-04-12 11:38:50,CC(C)(C)c1ccc(Nc2c(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1,0,0,0,0,0,0
128,1368,2025-04-12 11:42:56,CC(C)(C)c1cc(CP(Oc2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2)c(O)c(C(C)(C)C)c1,118.07913302960371,1,1,1,1,1
129,1369,2025-04-12 11:42:56,CC(C)(C)c1cc(OP(Oc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c2ccccc2)c(O)c(C(C)(C)C)c1,100.00305259216819,1,1,1,1,1
130,1370,2025-04-12 11:42:56,CC(C)(C)c1cc(OP(=O)(Oc2ccc(N(C)C)cc2)Oc2ccc(N(C)C)cc2)c(O)c(C(C)(C)C)c1,14.729970836470198,1,1,1,1,1
131,1371,2025-04-12 11:42:56,CC(C)(C)c1cc(Cc2ccc(N(c3ccccc3)c3ccc(P(c4ccccc4)c4ccccc4)cc3)cc2)c(O)c(C(C)(C)C)c1,117.27580575573654,1,1,1,1,1
132,1372,2025-04-12 11:42:56,CC(C)(C)c1cc(CP(=O)(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(O)c(C(C)(C)C)c1,127.49538015974154,1,1,1,1,1
133,1374,2025-04-12 11:44:21,CC(C)(C)c1cc(O)c(C(C)(C)C)c(c1)C(c2c(O)c(C(C)(C)C)cc(C(C)(C)C)c2)(c3c(O)c(C(C)(C)C)cc(C(C)(C)C)c3)c4c(O)c(C(C)(C)C)cc(C(C)(C)C)c4,103.02979568431326,1,1,1,1,1
134,1375,2025-04-12 11:44:21,O=P(Oc1c(C(C)(C)C)cc(O)c(C(C)(C)C)c1)(Oc2c(C(C)(C)C)cc(O)c(C(C)(C)C)c2)Oc3c(C(C)(C)C)cc(O)c(C(C)(C)C)c3,8.892404067970592,1,1,1,1,1
135,1376,2025-04-12 11:44:21,CC(C)(C)c1cc(O)c(C(C)(C)C)c(c1)SCCSCCc2c(O)c(C(C)(C)C)cc(C(C)(C)C)c2O,7.441546299331677,1,1,1,1,1
136,1378,2025-04-12 11:49:30,CC1=C(C=CC(=C1)[C@H](CN(CCC2=CC=C(C=C2)N(CC3=CC=CC=C3)C[C@H](C4=CC=CC=C4)O)CC5=CC=CC=C5)O)OCC6=CC=CC=C6,0,0,1,1,1,1
137,1379,2025-04-12 11:49:30,CCCCCCOC1=CC(=C(C=C1)C2=CC=C(C=C2)N(C3=CC=C(C=C3)C4=C(C=C(C=C4)OCCCCCC)OCCCCCC)C5=CC=C(C=C5)C(C)C)OCCCCCC,0,0,1,1,1,1
138,1380,2025-04-12 11:49:30,CCCC1=CC2=C(C=C1)OCC(N(C(COC3=C(C2)C=C(C=C3)CCC)CO)C4=CC=C(C=C4)CCN(C(CO)COC5=CC(=C(C=C5)CCC)C)C(CO)COC6=CC(=C(C=C6)CCC)C)CO,0,0,1,1,1,1
139,1381,2025-04-12 11:49:30,CCCC1=CC2=C(C=C1)OCC(N(C(COC3=C(C2)C=C(C=C3)CCC)CO)C4=CC=C(C=C4)CCN5C(COC6=CC(=C(C=C6)CCC)CC7=C(C=CC(=C7)OCC5CO)CCC)CO)CO,0,0,1,1,1,1
140,1382,2025-04-12 11:49:30,CC(C)(C)C1=CC2=C(C(=C1)CC3=CC(=CC4=C3OCCOCCN(CCOCCOC5=C(CC6=C(C(=CC(=C6)C(C)(C)C)C4)O)C=C(C=C5C2)C(C)(C)C)C7=CC=CC=C7)C(C)(C)C)O,187.3543291193262,1,1,1,1,1
141,1384,2025-04-12 11:50:54,CC(C)(C)c1cc(Cc2ccc(OCCN(c3ccc(N(C)C)cc3)c3ccc(N(C)C)cc3)cc2)c(O)c(C(C)(C)C)c1OCc1cc(Cc2ccc(OCCN(c3ccc(N(C)C)cc3)c3ccc(N(C)C)cc3)cc2)c(O)c(C(C)(C)C)c1,0,0,1,0,1,1
142,1385,2025-04-12 11:50:54,CC(C)(C)c1cc(Cc2ccc(OCCN(c3ccc(SC)cc3)c3ccc(SC)cc3)cc2)c(O)c(C(C)(C)C)c1OCc1cc(Cc2ccc(OCCN(c3ccc(SC)cc3)c3ccc(SC)cc3)cc2)c(O)c(C(C)(C)C)c1,0,0,1,0,1,1
143,1386,2025-04-12 11:50:54,CC(C)(C)c1cc(Cc2ccc(OCCN(c3ccc(SCC=C)cc3)c3ccc(SCC=C)cc3)cc2)c(O)c(C(C)(C)C)c1OCc1cc(Cc2ccc(OCCN(c3ccc(SCC=C)cc3)c3ccc(SCC=C)cc3)cc2)c(O)c(C(C)(C)C)c1,0,0,1,0,1,1
